"ranking","municipio","score","regiao_governo","regiao_administrativa","pib2017","pib_per_capita2017","tipo_prestador","populacao","inv_per_capita","tarifa_agua","desempenho","perdas","consumo_agua","atendimento","tarifa_esgoto","coleta","tratamento","tarifa_agua_norm","tarifa_esgoto_norm","inv_per_capita_norm","perdas_norm","desempenho_norm"
100,"Santo Anastácio",66.4452084124728,"Presidente Prudente","Presidente Prudente",422326,20.0820732287209,"Soc. de Econ. Mista com Adm. Pública",21030,35.5278294796304,2.8,117.35,8.61,150.22,92.12,2.54,100,100,51.3611615245009,60.1880877742947,2.61874807574457,89.0416189385262,36.2320509867158
101,"Guaíra",66.4369958307992,"Barretos","Barretos",3697276,91.7734256708119,"Administração pública",40287,5.80268818000148,0.66,65.57,22.83,246.46,100,0.41,80,80,90.1996370235935,93.5736677115987,0.427714800709597,70.9431080565101,16.3518390539814
102,"Estrela do Norte",66.4205982389314,"Presidente Prudente","Presidente Prudente",64470,23.2827735644637,"Soc. de Econ. Mista com Adm. Pública",2769,22.1715749456915,2.88,94.32,0.83,140.76,94.24,2.6,100,100,49.9092558983666,59.2476489028213,1.63426164997064,98.9436171566756,27.3900023036167
103,"Cardoso",66.3939069632653,"Votuporanga","São José do Rio Preto",259557,21.0542667099286,"Soc. de Econ. Mista com Adm. Pública",12328,79.5424831341949,2.77,90.85,0,165.6,100,2.53,93.49,93.49,51.9056261343013,60.3448275862069,5.86305799421397,100,26.0577439913998
104,"Catiguá",66.3785738374884,"Catanduva","São José do Rio Preto",118322,15.3664935064935,"Soc. de Econ. Mista com Adm. Pública",7700,12.9098323013416,2.67,95.01,4.72,151.78,100,2.42,96.32,96.32,53.7205081669691,62.0689655172414,0.951580746487953,93.9926180476009,27.6549182216079
105,"Álvares Machado",66.3656747318927,"Presidente Prudente","Presidente Prudente",509446,20.5314149840809,"Soc. de Econ. Mista com Adm. Pública",24813,62.7142368103101,2.85,87.04,6.65,157.52,100,2.57,100,100,50.453720508167,59.717868338558,4.62265185839598,91.5362097492682,24.5949474007525
106,"Flora Rica",66.3207459651063,"Adamantina","Presidente Prudente",39238,24.9764481222151,"Soc. de Econ. Mista com Adm. Pública",1571,28.5566977985324,2.69,98.07,5.25,169.14,90.73,2.41,100,100,53.3575317604356,62.2257053291536,2.10490757540936,93.3180603283696,28.8297627274821
107,"São Francisco",66.3062534168678,"Jales","São José do Rio Preto",47985,16.8368421052632,"Soc. de Econ. Mista com Adm. Pública",2850,23.6806546355272,2.77,93.15,1.81,166.52,91.19,2.49,100,100,51.9056261343013,60.9717868338558,1.74549556411021,97.6963217513046,26.9407970513707
108,"Jeriquara",66.2835679572491,"Franca","Franca",83557,26.0952529668957,"Soc. de Econ. Mista com Adm. Pública",3202,13.9495612373737,2.77,82.42,5.69,161.78,100,2.44,100,100,51.9056261343013,61.7554858934169,1.02821892535816,92.7580501463663,22.8211625585503
109,"Tarabai",66.2761769030422,"Presidente Prudente","Presidente Prudente",108579,14.8697617091208,"Soc. de Econ. Mista com Adm. Pública",7302,38.0063908045977,2.69,91.67,1.3,134.17,86.95,2.4,100,100,53.3575317604356,62.3824451410658,2.80144225648799,98.345424462263,26.3725716040851
110,"Lourdes",66.2436681310996,"Araçatuba","Araçatuba",38854,17.1162995594714,"Soc. de Econ. Mista com Adm. Pública",2270,16.1988191395961,2.87,115.92,0,162.87,82.48,2.52,100,100,50.0907441016334,60.5015673981191,1.19401120396261,100,35.6830223450818
111,"Três Fronteiras",66.2214449418035,"Jales","São José do Rio Preto",107546,18.6485174267383,"Soc. de Econ. Mista com Adm. Pública",5767,73.9289188721674,2.77,86.26,3.51,189.75,100,2.48,95.73,95.73,51.9056261343013,61.128526645768,5.44928347366013,95.53264604811,24.2954772325885
112,"Poloni",66.2097071593372,"São José do Rio Preto","São José do Rio Preto",143949,24.2542544229149,"Soc. de Econ. Mista com Adm. Pública",5935,54.4945902731512,2.86,96.67,2.96,162.26,92.87,2.68,100,100,50.2722323049002,57.9937304075235,4.01678361742093,96.2326587756141,28.292252169239
113,"Nova Canaã Paulista",66.2001877844641,"Jales","São José do Rio Preto",36621,18.5141557128413,"Soc. de Econ. Mista com Adm. Pública",1978,68.3089795918367,2.73,85.61,0,160.41,85.82,2.42,100,100,52.6315789473684,62.0689655172414,5.03503905198485,100,24.0459187591185
114,"Lavínia",66.1975615689689,"Andradina","Araçatuba",147534,13.2246324847616,"Administração pública",11156,0,0.51,48.9,6.26,270.61,48.81,0.32,100,90.88,92.9219600725953,94.9843260188088,0,92.0325824105893,9.95162404975812
115,"Aspásia",66.1891729876515,"Jales","São José do Rio Preto",33181,18.0135722041259,"Soc. de Econ. Mista com Adm. Pública",1842,15.2517260273973,2.63,93.07,3.79,151.1,88.22,2.32,100,100,54.4464609800363,63.6363636363636,1.12420119019456,95.1762759322897,26.9100821623282
116,"Ouro Verde",66.1623070729357,"Dracena","Presidente Prudente",114298,13.5424170616114,"Administração pública",8440,0,0.24,86.77,18.33,343.21,92,0.29,71.43,71.43,97.8221415607985,95.4545454545455,0,76.6704849179076,24.4912846502342
117,"Indiaporã",66.1587745874432,"Fernandópolis","São José do Rio Preto",92773,23.4808909136927,"Soc. de Econ. Mista com Adm. Pública",3951,8.44188587512794,2.82,115.1,0,202.84,84.6,2.52,98.59,98.59,50.9981851179673,60.5015673981191,0.622249451062625,100,35.3681947323965
118,"Fernandópolis",66.1448764277738,"Fernandópolis","São José do Rio Preto",1930276,28.1094509975244,"Soc. de Econ. Mista com Adm. Pública",68670,54.4733456838557,3,114.05,5.46,196.08,100,2.75,96.25,96.25,47.7313974591652,56.8965517241379,4.01521768366836,93.0507827415044,34.9650618137142
119,"Santa Fé do Sul",66.1036904866313,"Jales","São José do Rio Preto",1013729,31.8762656436702,"Administração pública",31802,35.1800068587106,1.78,94.63,25.18,236.75,100,1.51,100,84.57,69.8729582577133,76.3322884012539,2.59311015098037,67.952144584447,27.5090224986562
120,"Turmalina",66.0787564855708,"Fernandópolis","São José do Rio Preto",61407,33.6108374384236,"Soc. de Econ. Mista com Adm. Pública",1827,20.7765378055713,2.67,69.86,0,181.64,92.84,2.39,100,100,53.7205081669691,62.5391849529781,1.53143378573602,100,17.9989249788835
121,"Santa Salete",66.0752346130597,"Jales","São José do Rio Preto",33653,21.9095052083333,"Soc. de Econ. Mista com Adm. Pública",1536,23.9659649122807,2.78,113.34,0,172.06,78.82,2.45,100,100,51.7241379310345,61.5987460815047,1.766525718476,100,34.6924671734623
122,"Piacatu",66.0442828898019,"Araçatuba","Araçatuba",95837,16.3936024632227,"Soc. de Econ. Mista com Adm. Pública",5846,57.4172171563661,2.74,94.31,9.47,147.48,96,2.45,99.37,99.37,52.4500907441016,61.5987460815047,4.23220976753028,87.9470535827924,27.3861629424864
123,"Lucianópolis",66.0349711777157,"Bauru","Bauru",48799,20.4951700965981,"Soc. de Econ. Mista com Adm. Pública",2381,0.603291404612159,2.93,127.9,0,168.7,81.68,2.61,99.09,99.09,49.0018148820327,59.0909090909091,0.0444684695935939,100,40.2825769791907
124,"Monções",66.0161788991504,"Votuporanga","São José do Rio Preto",73462,32.6642952423299,"Soc. de Econ. Mista com Adm. Pública",2249,65.542486678508,2.75,83.3,8.51,171.69,98.45,2.49,99.64,99.64,52.2686025408348,60.9717868338558,4.83112150060462,89.1688939798905,23.1590263380174
125,"Nova Granada",66.0161112902986,"São José do Rio Preto","São José do Rio Preto",459182,21.7921313653837,"Soc. de Econ. Mista com Adm. Pública",21071,48.7718970291454,2.78,102.14,3.79,155.57,92.94,2.58,97.37,97.37,51.7241379310345,59.5611285266458,3.59496522490108,95.1762759322897,30.3923827075175
126,"Estrela d'Oeste",66.0142783267518,"Fernandópolis","São José do Rio Preto",859459,101.518899125915,"Soc. de Econ. Mista com Adm. Pública",8466,56.7361712995961,2.94,108.05,1.1,174.02,94.44,2.67,95.63,95.63,48.8203266787659,58.1504702194357,4.18201003529128,98.5999745449917,32.6614451355294
127,"Nipoã",66.0134471885463,"São José do Rio Preto","São José do Rio Preto",87351,17.4911894273128,"Soc. de Econ. Mista com Adm. Pública",4994,43.6237943815841,2.67,90.22,0,156.94,88.53,2.41,97.3,97.3,53.7205081669691,62.2257053291536,3.21549977205752,100,25.8158642401904
128,"Auriflama",66.011357325536,"Araçatuba","Araçatuba",294071,19.4942658269804,"Soc. de Econ. Mista com Adm. Pública",15085,18.1738147193017,2.77,101.91,0,162.19,95.36,2.52,94.34,94.34,51.9056261343013,60.5015673981191,1.33958767034717,100,30.3040774015204
129,"Pontalinda",66.0089744030952,"Jales","São José do Rio Preto",84618,18.7249391458287,"Soc. de Econ. Mista com Adm. Pública",4519,35.2406048034934,2.64,90.89,0,143.11,81.97,2.35,100,100,54.2649727767695,63.166144200627,2.59757681144397,100,26.0731014359211
130,"Paraguaçu Paulista",65.9830864397808,"Assis","Marília",1235133,27.2927411335764,"Soc. de Econ. Mista com Adm. Pública",45255,118.791752942471,2.89,91.55,7.38,155.27,94.14,2.66,100,100,49.7277676950998,58.307210031348,8.75611257396903,90.6071019473081,26.3264992705214
131,"Itapira",65.94720918516,"Campinas","Campinas",3457944,46.8276908076486,"Administração pública",73844,35.2052279303894,2,100.89,20.64,159.68,99.19,2.79,100,100,65.8802177858439,56.269592476489,2.59496919032767,73.7304314623902,29.912462566229
132,"Novo Horizonte",65.9330926186265,"Catanduva","São José do Rio Preto",1268736,31.5409819763828,"Soc. de Econ. Mista com Adm. Pública",40225,22.4420034414946,3.05,127.13,4.57,189.84,95.06,2.81,96.9,96.9,46.8239564428312,55.9561128526646,1.65419487171211,94.1835306096475,39.9869461721569
133,"Palmeira d'Oeste",65.9254313328345,"Jales","São José do Rio Preto",169315,17.8301390058972,"Soc. de Econ. Mista com Adm. Pública",9496,26.115408993576,2.85,95.88,2.88,167.79,90.67,2.55,100,100,50.453720508167,60.0313479623824,1.92496074347633,96.3344788087056,27.9889426399447
134,"Iacri",65.9186985616562,"Tupã","Marília",205719,31.9737332918869,"Soc. de Econ. Mista com Adm. Pública",6434,19.0040579710145,2.64,95.62,6.36,154.04,88.88,2.36,100,100,54.2649727767695,63.0094043887147,1.40078470798409,91.9053073692249,27.8891192505567
135,"Emilianópolis",65.8625778990108,"Presidente Prudente","Presidente Prudente",60725,18.994369721614,"Soc. de Econ. Mista com Adm. Pública",3197,10.2851405371643,2.65,114.69,10.93,149.53,90.85,2.36,98.45,98.45,54.0834845735027,63.0094043887147,0.758115324942773,86.0888379788723,35.2107809260539
136,"Itápolis",65.8392915279288,"Araraquara","Região Administrativa Central",1373099,32.1215289961869,"Administração pública",42747,2.62874717385731,1.47,100.48,20.31,208.56,100,1.46,85,85,75.4990925589837,77.115987460815,0.193764344852665,74.1504390988927,29.7550487598864
137,"Rosana",65.8346661573804,"Presidente Prudente","Presidente Prudente",1255100,70.5310480472043,"Soc. de Econ. Mista com Adm. Pública",17795,37.4017901851308,2.97,108.67,2.94,165.33,88.77,2.69,99.94,99.94,48.2758620689655,57.8369905956113,2.75687728497092,96.258113783887,32.8994855256085
138,"Bastos",65.8259238069837,"Tupã","Marília",1048120,49.7375788924216,"Soc. de Econ. Mista com Adm. Pública",21073,38.9266216474182,3.02,112.46,0.69,172.15,89.38,2.74,98.23,98.23,47.3684210526316,57.0532915360502,2.86927225860671,99.1218022145857,34.3546033939952
139,"Quatá",65.815026677415,"Tupã","Marília",457945,32.9622831641834,"Soc. de Econ. Mista com Adm. Pública",13893,69.9161609310296,2.8,90.27,7.41,159.43,93.1,2.52,100,100,51.3611615245009,60.5015673981191,5.15350401595899,90.5689194348988,25.835061045842
140,"Batatais",65.8114015728481,"Franca","Franca",1479439,24.0637443070917,"Administração pública",61480,3.35193924932284,0.97,96.3,18.77,317.17,88.44,0.46,78.09,78.09,84.5735027223231,92.7899686520376,0.247070665102399,76.1104747359043,28.1501958074176
141,"Luiziânia",65.8072056697193,"Araçatuba","Araçatuba",70636,12.5396769039588,"Soc. de Econ. Mista com Adm. Pública",5633,21.1300139786825,2.72,90.81,1.31,140.08,86.27,2.46,100,100,52.8130671506352,61.4420062695925,1.55748843252178,98.3326969581265,26.0423865468786
142,"Ibirá",65.7905080188996,"São José do Rio Preto","São José do Rio Preto",245908,20.3296957671958,"Soc. de Econ. Mista com Adm. Pública",12096,66.6019545009785,2.77,90.17,0.63,170.76,90.61,2.59,97.25,97.25,51.9056261343013,59.4043887147335,4.90921462821881,99.1981672394044,25.7966674345389
143,"Votorantim",65.788930808393,"Sorocaba","Sorocaba",3001782,25.0361307111044,"Empresa privada",119898,83.8637717483578,2.67,108.88,9.51,174.89,96.19,2.31,95.44,90.11,53.7205081669691,63.7931034482759,6.18157917630769,87.8961435662466,32.980112109345
144,"Planalto",65.772705425072,"São José do Rio Preto","São José do Rio Preto",220380,43.4931912374186,"Soc. de Econ. Mista com Adm. Pública",5067,38.2019353590091,2.79,106.41,0,179.01,84.98,2.55,97.39,97.39,51.5426497277677,60.0313479623824,2.81585580026726,100,32.0317899101589
145,"Dois Córregos",65.7685833044783,"Jaú","Bauru",653858,24.3151240191886,"Administração pública",26891,1.78542010917675,1.48,110.51,41.12,149.91,94.64,1.5,99.15,99.15,75.3176043557169,76.4890282131661,0.13160290239467,47.6645029909635,33.6059279735852
146,"Lins",65.7596953599537,"Lins","Bauru",3573980,46.4026694018514,"Soc. de Econ. Mista com Adm. Pública",77021,37.6844023996904,2.69,117.16,7.18,196.91,100,2.52,91.21,91.21,53.3575317604356,60.5015673981191,2.77770856579781,90.8616520300369,36.15910312524
147,"Alfredo Marcondes",65.7575322621991,"Presidente Prudente","Presidente Prudente",83000,20.0725513905683,"Soc. de Econ. Mista com Adm. Pública",4135,36.694921630094,2.89,95.52,0,169.3,100,2.69,93.97,93.97,49.7277676950998,57.8369905956113,2.70477416762828,100,27.8507256392536
148,"Franca",65.7567648228492,"Franca","Franca",9409310,27.0976595236107,"Soc. de Econ. Mista com Adm. Pública",347237,95.738920890411,3,103.63,10.81,156.07,100,2.76,98.66,98.66,47.7313974591652,56.7398119122257,7.05689366695963,86.2415680285096,30.9644475159333
149,"Mesópolis",65.7412082375335,"Jales","São José do Rio Preto",57279,29.7398753894081,"Soc. de Econ. Mista com Adm. Pública",1926,23.6447172774869,2.7,95.43,1.52,163.1,93.25,2.39,94.67,94.67,53.1760435571688,62.5391849529781,1.74284662977918,98.0654193712613,27.8161713890809
150,"Maracaí",65.6502852317779,"Assis","Marília",415247,29.700808239754,"Soc. de Econ. Mista com Adm. Pública",13981,11.3094694637359,2.78,130.23,17.15,149.43,92.48,2.5,100,100,51.7241379310345,60.8150470219436,0.833618372685305,78.1723304060074,41.1771481225524
151,"Monte Alto",65.6494039300269,"Ribeirão Preto","Ribeirão Preto",1622754,32.4687168610817,"Soc. de Econ. Mista com Adm. Pública",49979,30.2949645531305,3.05,93.58,5.44,166.71,100,2.81,100,100,46.8239564428312,55.9561128526646,2.23303481496798,93.0762377497773,27.1058895799739
152,"Palmares Paulista",65.6432306875031,"Catanduva","São José do Rio Preto",118360,9.29772191673213,"Soc. de Econ. Mista com Adm. Pública",12730,21.8447855720631,2.55,97.42,7.44,130.73,84.89,2.32,100,100,55.8983666061706,63.6363636363636,1.61017408098887,90.5307369224895,28.5802042540121
153,"Guará",65.6390305959601,"Franca","Franca",422381,20.0360988567905,"Empresa privada",21081,8.81867196743812,2.19,97.13,25.43,154.01,100,2.17,99.97,99.97,62.431941923775,65.987460815047,0.650022266589403,67.633956981036,28.4688627812332
154,"Macedônia",65.5893185493344,"Fernandópolis","São José do Rio Preto",76026,20.3495717344754,"Soc. de Econ. Mista com Adm. Pública",3736,8.20503509719222,2.68,98.24,0,158.11,79.45,2.41,100,100,53.5390199637024,62.2257053291536,0.604791235121981,100,28.8950318666974
155,"Santa Mercedes",65.5471853672024,"Dracena","Presidente Prudente",77175,26.2054329371817,"Soc. de Econ. Mista com Adm. Pública",2945,22.7582350936968,2.79,93.23,6.01,170.37,100,2.5,95.51,95.51,51.5426497277677,60.8150470219436,1.67750423349479,92.3507700140002,26.9715119404131
156,"Gastão Vidigal",65.5358903457958,"Araçatuba","Araçatuba",66694,14.2417253897075,"Soc. de Econ. Mista com Adm. Pública",4683,74.0163756836348,2.69,89.45,1.73,132.94,80.4,2.44,100,100,53.3575317604356,61.7554858934169,5.45572989496127,97.7981417843961,25.5202334331567
157,"Assis",65.5309508439437,"Assis","Marília",3303948,32.1008511134429,"Soc. de Econ. Mista com Adm. Pública",102924,26.0608466613933,3.11,119.46,10.09,164.8,99.98,2.98,99.56,99.56,45.7350272232305,53.2915360501567,1.92093896661846,87.1579483263332,37.0421561852108
158,"Guzolândia",65.5163480203801,"Araçatuba","Araçatuba",61632,11.9003668661904,"Soc. de Econ. Mista com Adm. Pública",5179,18.0915575966322,2.7,93.55,3.6,147.7,85.51,2.45,100,100,53.1760435571688,61.5987460815047,1.33352451690206,95.418098510882,27.094371496583
159,"Fernando Prestes",65.5087893885225,"Araraquara","Região Administrativa Central",199549,34.5121065375303,"Soc. de Econ. Mista com Adm. Pública",5782,64.7434465430601,2.73,80.62,5.08,157.74,100,2.46,94.78,94.78,52.6315789473684,61.4420062695925,4.77222443743484,93.5344278986891,22.1300775550948
160,"Presidente Epitácio",65.4611792219903,"Presidente Prudente","Presidente Prudente",853036,19.4326719365788,"Soc. de Econ. Mista com Adm. Pública",43897,50.1569797300368,2.94,100.98,2.05,157.4,93.4,2.62,95.75,95.75,48.8203266787659,58.9341692789969,3.69705934972754,97.39086165203,29.9470168164018
161,"Teodoro Sampaio",65.3856476574238,"Presidente Prudente","Presidente Prudente",479182,20.9121934188706,"Soc. de Econ. Mista com Adm. Pública",22914,56.2201581302402,2.86,96.69,2.06,152.47,90.22,2.61,96.84,96.84,50.2722323049002,59.0909090909091,4.1439748241877,97.3781341478936,28.2999308914997
162,"Nova Europa",65.337938172947,"Araraquara","Região Administrativa Central",303797,28.2470478847048,"Administração pública",10755,6.24827022609643,0.26,79.42,40.32,539.19,92.74,0.22,82.8,82.34,97.459165154265,96.551724137931,0.460558550043242,48.6827033218786,21.6693542194579
163,"Echaporã",65.3333795318313,"Marília","Marília",128090,20.5042420361774,"Soc. de Econ. Mista com Adm. Pública",6247,1.17881452532161,2.76,100.01,13.53,149.23,97.92,2.45,99.31,99.31,52.0871143375681,61.5987460815047,0.0868901454172885,82.7796869033982,29.5745987867619
164,"Cândido Rodrigues",65.3101015011511,"Araraquara","Região Administrativa Central",115329,41.3069484240688,"Soc. de Econ. Mista com Adm. Pública",2792,53.0703588087549,2.94,100.7,2.14,177,86.72,2.8,99.9,99.9,48.8203266787659,56.1128526645768,3.91180384631104,97.2763141148021,29.8395147047531
165,"Alto Alegre",65.1941227663495,"Araçatuba","Araçatuba",110458,26.5907558979297,"Soc. de Econ. Mista com Adm. Pública",4154,20.9517834549878,2.7,87.53,2.15,161.71,82.09,2.38,100,100,53.1760435571688,62.6959247648903,1.54435110193332,97.2635866106656,24.7830760961376
166,"Ilha Solteira",65.1646873379396,"Andradina","Araçatuba",627436,23.641145440844,"Administração pública",26540,5.50589835226845,0.83,72.2,19.52,316.84,100,0.81,76.22,76.22,87.1143375680581,87.3040752351097,0.405838491302008,75.1559119256714,18.8973354833756
167,"São José da Bela Vista",65.1172314662243,"Franca","Franca",161031,18.1239167135622,"Administração pública",8885,0,0.33,99.9,40.71,278.64,95.06,0.4,79.12,79.12,96.1887477313975,93.730407523511,0,48.1863306605575,29.5323658143285
168,"Monte Aprazível",65.1090327109252,"São José do Rio Preto","São José do Rio Preto",724490,29.7007338170787,"Soc. de Econ. Mista com Adm. Pública",24393,25.9972021456804,2.84,107.18,4.11,170.1,91.68,2.59,95.07,95.07,50.6352087114338,59.4043887147335,1.91624774411779,94.7689957999236,32.3274207171927
169,"Piquerobi",65.0915857549852,"Presidente Prudente","Presidente Prudente",54210,14.6791226645004,"Soc. de Econ. Mista com Adm. Pública",3693,28.5881248303935,2.72,87.01,0,152.25,79.16,2.42,100,100,52.8130671506352,62.0689655172414,2.10722405464319,100,24.5834293173616
170,"Turiúba",65.0761119421806,"Araçatuba","Araçatuba",47044,23.3353174603175,"Soc. de Econ. Mista com Adm. Pública",2016,10.4005516898608,2.85,99.09,0.15,176.36,80.17,2.54,100,100,50.453720508167,60.1880877742947,0.766622254256225,99.8090874379534,29.2213775627736
171,"Salmourão",65.0361047629639,"Adamantina","Presidente Prudente",70943,13.5854078896974,"Soc. de Econ. Mista com Adm. Pública",5222,12.4275180539719,2.81,89.86,3.97,152.73,86.91,2.51,100,100,51.1796733212341,60.6583072100313,0.916029475112712,94.9471808578338,25.6776472394993
172,"Pirapozinho",65.0325815282027,"Presidente Prudente","Presidente Prudente",962053,35.6039006698494,"Soc. de Econ. Mista com Adm. Pública",27021,33.0535299505404,3.01,102.62,4.44,154.38,96.78,2.91,97.09,97.09,47.5499092558984,54.3887147335423,2.4363680309874,94.3489881634212,30.5766720417723
173,"Riversul",64.9906346993806,"Itapeva","Itapeva",64894,11.2040745856354,"Soc. de Econ. Mista com Adm. Pública",5792,80.5755591225254,2.6,66.2,2.5,121.04,81.79,2.31,100,100,54.9909255898367,63.7931034482759,5.93920578585122,96.8181239658903,16.5937188051908
174,"Coronel Macedo",64.9892286937129,"Itapeva","Itapeva",80082,16.545867768595,"Soc. de Econ. Mista com Adm. Pública",4840,66.0794225888325,2.6,69.6,0,121.41,82.7,2.31,97.83,97.83,54.9909255898367,63.7931034482759,4.87069892209519,100,17.8991015894955
175,"Buritama",64.9372496255134,"Araçatuba","Araçatuba",604101,35.8708508995903,"Administração pública",16841,31.3445639004881,2.02,109.62,11.44,237.67,100,1.86,81.06,81.06,65.5172413793103,70.846394984326,2.31040053956907,85.439735267914,33.2642248329878
176,"Arco-Íris",64.9011334602953,"Tupã","Marília",47754,25.729525862069,"Soc. de Econ. Mista com Adm. Pública",1856,26.1127498619547,2.66,112.16,0,171.41,65.82,2.34,100,100,53.9019963702359,63.3228840125392,1.9247647395009,100,34.239422560086
177,"Matão",64.8779460085956,"Araraquara","Região Administrativa Central",3821843,46.4339971083869,"Empresa privada",82307,89.1329077894126,2.1,56.21,36.29,188.27,100,1.16,100,100,64.065335753176,81.8181818181818,6.56996597253064,53.8118874888634,12.7581970360132
178,"Itirapuã",64.842778172931,"Franca","Franca",78283,12.2221701795472,"Soc. de Econ. Mista com Adm. Pública",6405,14.22713311638,2.76,100.18,2.16,148.97,87.23,2.41,94.63,94.63,52.0871143375681,62.2257053291536,1.04867868421974,97.2508591065292,29.6398679259771
179,"Paraíso",64.8221557109649,"Catanduva","São José do Rio Preto",231582,36.3608101742817,"Administração pública",6369,6.02480112306972,0.82,90.57,40.35,331.47,87.96,0.56,88.53,88.53,87.2958257713249,91.2225705329154,0.444086694258326,48.6445208094693,25.9502418797512
180,"Adamantina",64.8111285204007,"Adamantina","Presidente Prudente",1054541,30.0105580693816,"Soc. de Econ. Mista com Adm. Pública",35139,58.8348747965623,3.1,110.67,11.44,179.84,100,2.91,97.37,97.37,45.9165154264973,54.3887147335423,4.33670498358216,85.439735267914,33.6673577516701
181,"Cristais Paulista",64.8069852650843,"Franca","Franca",195654,23.2257834757835,"Administração pública",8424,38.0517503805175,0.65,72.03,26.87,214.29,71.85,0.45,87.92,87.92,90.3811252268602,92.9467084639498,2.80478570031489,65.8011963853888,18.8320663441603
182,"Gabriel Monteiro",64.7868581553679,"Araçatuba","Araçatuba",75607,27.0895736295235,"Soc. de Econ. Mista com Adm. Pública",2791,25.3446217579251,2.8,88.71,13.5,162.76,96.51,2.52,100,100,51.3611615245009,60.5015673981191,1.86814619500169,82.8178694158076,25.2361207095139
183,"Parisi",64.7800846450731,"Votuporanga","São José do Rio Preto",48813,22.7037209302326,"Administração pública",2150,0,1.51,128.63,14.2,228.06,80.86,1.22,79.62,79.62,74.7731397459165,80.8777429467085,0,81.9269441262568,40.5628503417031
184,"Patrocínio Paulista",64.7555995057087,"Franca","Franca",900987,62.7821754581562,"Administração pública",14351,0,0.82,79.11,29.13,163.74,100,0.84,79.72,79.72,87.2958257713249,86.833855799373,0,62.9247804505537,21.5503340244183
185,"Iracemápolis",64.7442902728058,"Limeira","Campinas",1309627,56.2941454607978,"Administração pública",23264,0,1.99,121.78,48.32,105.6,98.97,1.5,100,100,66.0617059891107,76.4890282131661,0,38.5007000127275,37.9328879674422
186,"São João da Boa Vista",64.7302081354776,"São João da Boa Vista","Campinas",2923319,32.4492335357258,"Soc. de Econ. Mista com Adm. Pública",90089,27.3295339651577,3.07,119.2,13.05,182.78,100,2.74,95.99,95.99,46.4609800362976,57.0532915360502,2.01445361370264,83.3906071019473,36.9423327958228
187,"Sebastianópolis do Sul",64.7021655366696,"Votuporanga","São José do Rio Preto",311501,91.322486074465,"Soc. de Econ. Mista com Adm. Pública",3411,26.0009423631124,3.05,101.39,0,170.3,83.6,2.86,100,100,46.8239564428312,55.1724137931034,1.91652343467773,100,30.1044306227444
188,"Mombuca",64.6903690824338,"Piracicaba","Campinas",92901,26.7726224783862,"Soc. de Econ. Mista com Adm. Pública",3470,524.598338125359,2.97,66.15,6.72,168.03,92.12,2.63,85.83,85.83,48.2758620689655,58.7774294670846,38.6680219035682,91.4471172203131,16.5745219995393
189,"Itajobi",64.68570581874,"Catanduva","São José do Rio Preto",1191836,78.1736849009576,"Administração pública",15246,0,1.62,164.26,33.03,189.36,100,1.55,80,76.8,72.7767695099818,75.705329153605,0,57.9610538373425,54.2424940489903
190,"Campina do Monte Alegre",64.6803223367248,"Itapeva","Itapeva",105998,17.7759517021633,"Soc. de Econ. Mista com Adm. Pública",5963,14.0915473209815,2.77,83.38,0,156.95,89.88,2.48,95.15,95.15,51.9056261343013,61.128526645768,1.03868468666912,100,23.1897412270598
191,"Bocaina",64.6632391806444,"Jaú","Bauru",225211,18.7052325581395,"Soc. de Econ. Mista com Adm. Pública",12040,27.879618157981,2.81,94.5,17.72,157.87,100,2.47,98.94,98.94,51.1796733212341,61.2852664576802,2.05500019204848,77.4468626702304,27.4591108039622
192,"Pereira Barreto",64.6411970637023,"Andradina","Araçatuba",817570,31.7010469174098,"Administração pública",25790,2.18020265003897,1.19,108.54,22.53,252.89,93.06,1.33,80,80,80.5807622504537,79.153605015674,0.160702231972719,71.3249331806033,32.8495738309145
193,"Santa Rosa de Viterbo",64.6395333171275,"Ribeirão Preto","Ribeirão Preto",768791,29.4928837227145,"Soc. de Econ. Mista com Adm. Pública",26067,24.5351318288884,2.78,82.34,10.64,149.08,96.57,2.47,98.24,98.24,51.7241379310345,61.2852664576802,1.8084788799687,86.4579355988291,22.7904476695078
194,"Santo Antônio da Alegria",64.6238855999696,"Ribeirão Preto","Ribeirão Preto",145308,21.2780787816664,"Administração pública",6829,0,0.89,120.68,51.11,171.87,100,0.63,86.05,82.33,86.0254083484574,90.1253918495298,0,34.9497263586611,37.5105582431083
195,"Platina",64.5581144987205,"Assis","Marília",90806,26.0338302752294,"Soc. de Econ. Mista com Adm. Pública",3488,0.440834990059642,2.68,99.86,2.76,164.69,74.35,2.39,100,100,53.5390199637024,62.5391849529781,0.0324938449336302,96.4872088583429,29.5170083698073
196,"Lucélia",64.5554458613633,"Adamantina","Presidente Prudente",428339,19.9589487908299,"Soc. de Econ. Mista com Adm. Pública",21461,23.2668894649139,2.92,104.94,11.07,147.28,89.86,2.66,100,100,49.1833030852995,58.307210031348,1.7149970292933,85.9106529209622,31.4674038240037
197,"Inúbia Paulista",64.5308163105762,"Adamantina","Presidente Prudente",139899,35.5705568268497,"Soc. de Econ. Mista com Adm. Pública",3933,100.206469846076,3.08,91.62,5.1,156.35,88.8,2.94,100,100,46.2794918330309,53.9184952978056,7.38619566492297,93.5089728904162,26.3533747984335
