"ranking","municipio","score","regiao_governo","regiao_administrativa","pib2017","pib_per_capita2017","tipo_prestador","populacao","inv_per_capita","tarifa_agua","desempenho","perdas","consumo_agua","atendimento","tarifa_esgoto","coleta","tratamento","tarifa_agua_norm","tarifa_esgoto_norm","inv_per_capita_norm","perdas_norm","desempenho_norm"
198,"União Paulista",64.5080954029953,"São José do Rio Preto","São José do Rio Preto",49113,27.3915225878416,"Soc. de Econ. Mista com Adm. Pública",1793,21.1993527153044,2.87,91.36,0,163.38,78.44,2.57,100,100,50.0907441016334,59.717868338558,1.56259937472576,100,26.2535514090455
199,"Colômbia",64.5022357173522,"Barretos","Barretos",358220,57.5453815261044,"Soc. de Econ. Mista com Adm. Pública",6225,30.215713364501,2.69,64.69,9.46,164.34,95.47,2.36,98.99,98.99,53.3575317604356,63.0094043887147,2.22719322822419,87.9597810869288,16.0139752745143
200,"Cruzália",64.5008247859263,"Assis","Marília",131219,60.7214252660805,"Soc. de Econ. Mista com Adm. Pública",2161,4.37347142857143,2.81,106,13.84,185.23,89.43,2.5,100,100,51.1796733212341,60.8150470219436,0.32236756524802,82.3851342751686,31.8743761038163
201,"Guariba",64.448553092122,"Ribeirão Preto","Ribeirão Preto",889457,22.6809720522236,"Soc. de Econ. Mista com Adm. Pública",39216,20.3340313239664,2.69,99.18,20.31,146.27,98.28,2.41,98.41,98.41,53.3575317604356,62.2257053291536,1.49881673554803,74.1504390988927,29.2559318129463
202,"Nova Luzitânia",64.4250263117931,"Araçatuba","Araçatuba",46502,11.7637237541108,"Soc. de Econ. Mista com Adm. Pública",3953,44.4816307844593,2.72,91.74,0,145.89,78.64,2.42,96.1,96.1,52.8130671506352,62.0689655172414,3.27873069447065,100,26.3994471319972
203,"Marinópolis",64.42015758885,"Jales","São José do Rio Preto",34589,16.1630841121495,"Soc. de Econ. Mista com Adm. Pública",2140,12.6660557392537,2.84,93.24,3.89,168.35,81.58,2.54,100,100,50.6352087114338,60.1880877742947,0.933612032602817,95.0490008909253,26.9753513015434
204,"Bento de Abreu",64.3238089540613,"Araçatuba","Araçatuba",169771,58.0413675213675,"Soc. de Econ. Mista com Adm. Pública",2925,27.2465617597293,2.79,91.76,14.59,152.79,92.83,2.49,99.7,99.7,51.5426497277677,60.9717868338558,2.00833775167311,81.4305714649357,26.4071258542579
205,"Coroados",64.2892108034234,"Araçatuba","Araçatuba",161861,27.5039932030586,"Soc. de Econ. Mista com Adm. Pública",5885,39.101057467424,2.71,86.57,4.24,160.87,87.29,2.42,95.03,95.03,52.994555353902,62.0689655172414,2.88212988246587,94.6035382461499,24.414497427628
206,"Elisiário",64.2417473648623,"Catanduva","São José do Rio Preto",67898,19.1964942041278,"Administração pública",3537,0,1.4,91.8,26.63,151.16,91.59,1.55,88.67,88.67,76.7695099818512,75.705329153605,0,66.1066564846634,26.4224832987791
207,"Taquarituba",64.1690010315993,"Itapeva","Itapeva",650632,27.9962134251291,"Soc. de Econ. Mista com Adm. Pública",23240,18.0913714408973,3.27,111.42,5.56,136.93,95.62,3.4,99.99,99.99,42.8312159709619,46.7084639498433,1.33351079540599,92.92350770014,33.9553098364432
208,"Martinópolis",64.1664715106523,"Presidente Prudente","Presidente Prudente",462852,17.7181793821537,"Administração pública",26123,0.0645574194530032,1.01,95.98,34.05,165.46,100,1.01,80.31,80.31,83.8475499092559,84.1692789968652,0.00475851242374703,56.6628484154257,28.0273362512478
209,"Manduri",64.1154725669464,"Avaré","Sorocaba",209533,21.5702079472926,"Administração pública",9714,0,1.04,153.06,26.67,354.27,86.49,1.02,71.56,71.56,83.3030852994555,84.012539184953,0,66.0557464681176,49.9424095830454
210,"Caiabu",64.1114083906044,"Presidente Prudente","Presidente Prudente",60597,14.3901686060318,"Soc. de Econ. Mista com Adm. Pública",4211,75.9231527446301,2.67,74.07,0,155.18,85.16,2.39,93.13,93.13,53.7205081669691,62.5391849529781,5.59627799014446,100,19.6152960147431
211,"Cajuru",64.1098510314136,"Ribeirão Preto","Ribeirão Preto",575023,22.4136815435588,"Soc. de Econ. Mista com Adm. Pública",25655,86.5164299209562,2.81,81.47,8.37,144.96,90.81,2.48,95.79,95.79,51.1796733212341,61.128526645768,6.3771059953351,89.3470790378007,22.456423251171
212,"Alvinlândia",64.0895660795306,"Marília","Marília",63814,19.9668335419274,"Soc. de Econ. Mista com Adm. Pública",3196,14.4751559575795,2.62,62.05,8.94,137.68,91.92,2.33,99,99,54.6279491833031,63.4796238244514,1.06696039035392,88.6216113020237,15.000383936113
213,"Engenheiro Coelho",64.0726114513704,"Campinas","Campinas",596633,30.6012719905627,"Administração pública",19497,0,1.46,101.42,33.66,139.3,73.14,1.12,97.02,97.02,75.6805807622505,82.4451410658307,0,57.1592210767468,30.1159487061353
214,"Pereiras",64.0721310472799,"Botucatu","Sorocaba",198021,23.5458977407848,"Soc. de Econ. Mista com Adm. Pública",8410,58.6871238317757,2.29,66.65,7.96,139.63,78.24,1.99,100,93.95,60.6170598911071,68.8087774294671,4.32581429421578,89.8689067073947,16.7664900560547
215,"Altair",64.0489539092295,"Barretos","Barretos",210081,51.1270382088099,"Soc. de Econ. Mista com Adm. Pública",4109,40.8875641025641,2.8,71.03,0,143.58,81.16,2.48,98.64,98.64,51.3611615245009,61.128526645768,3.01381287243744,100,18.4481302311295
216,"Paulo de Faria",64.0298375117188,"São José do Rio Preto","São José do Rio Preto",261240,29.1790461297889,"Soc. de Econ. Mista com Adm. Pública",8953,43.046477043673,2.75,74.67,5.88,158.36,88.25,2.47,97.45,97.45,52.2686025408348,61.2852664576802,3.17294584489979,92.516227567774,19.8456576825616
217,"Avaré",63.9549468702684,"Avaré","Sorocaba",2621040,29.2922361671454,"Soc. de Econ. Mista com Adm. Pública",89479,52.2177891031833,3.08,112.86,20.43,150.07,99.11,2.93,99.91,99.91,46.2794918330309,54.0752351097179,3.84896113093537,73.9977090492554,34.5081778392076
218,"Pedrinhas Paulista",63.9327306686711,"Assis","Marília",150809,48.85293164885,"Soc. de Econ. Mista com Adm. Pública",3087,4.59017828200972,2.99,105.41,11.92,173.85,88.27,2.65,100,100,47.9128856624319,58.4639498432602,0.338340977183235,84.8288150693649,31.6478537971282
219,"Oscar Bressane",63.9026398512463,"Marília","Marília",83957,32.0936544342508,"Soc. de Econ. Mista com Adm. Pública",2616,1.74056110684089,2.89,98.48,10.41,154.92,87.32,2.66,100,100,49.7277676950998,58.307210031348,0.128296355730619,86.7506681939672,28.9871765338248
220,"Glicério",63.8730366153469,"Araçatuba","Araçatuba",97062,20.22125,"Soc. de Econ. Mista com Adm. Pública",4800,21.735775880025,2.73,114.8,5.15,202.84,66.28,2.43,99.93,99.93,52.6315789473684,61.9122257053291,1.60213900185672,93.445335369734,35.2530138984873
221,"Brejo Alegre",63.8484030530469,"Araçatuba","Araçatuba",193425,68.7855618776671,"Soc. de Econ. Mista com Adm. Pública",2812,34.0526187961985,2.74,118.04,4.09,165.94,92.33,2.41,84.99,84.99,52.4500907441016,62.2257053291536,2.51001063821634,94.7944508081965,36.4969669047071
222,"Lutécia",63.8460076763512,"Assis","Marília",92409,34.162292051756,"Soc. de Econ. Mista com Adm. Pública",2705,26.050161472024,2.93,79.02,9.4,163.9,91.36,2.62,100,100,49.0018148820327,58.9341692789969,1.92015136378683,88.0361461117475,21.5157797742456
223,"Taciba",63.831161053108,"Presidente Prudente","Presidente Prudente",152074,24.5557887937995,"Soc. de Econ. Mista com Adm. Pública",6193,38.2446298076923,3.1,90.15,10.12,139.36,95.58,2.96,99.91,99.91,45.9165154264973,53.6050156739812,2.81900279818331,87.1197658139239,25.7889887122783
224,"Lupércio",63.8115024776218,"Marília","Marília",69516,15.2013995189154,"Soc. de Econ. Mista com Adm. Pública",4573,17.2670269087727,2.67,75.93,9.3,129.07,89.67,2.38,97.32,97.32,53.7205081669691,62.6959247648903,1.27274855102262,88.1634211531119,20.3294171849804
225,"Morro Agudo",63.7948674939816,"São Joaquim da Barra","Franca",1328960,41.2464307883302,"Administração pública",32220,0,0.84,74.21,49.19,167.82,100,0.87,90,90,86.9328493647913,86.3636363636364,0,37.3934071528573,19.6690470705675
226,"Presidente Prudente",63.7912295626403,"Presidente Prudente","Presidente Prudente",7806813,34.6552063958521,"Soc. de Econ. Mista com Adm. Pública",225271,42.3368908980411,3.14,104.21,17.77,179.77,100,2.97,100,100,45.1905626134301,53.448275862069,3.1206424145843,77.3832251495482,31.1871304614912
227,"Flórida Paulista",63.7859540791334,"Adamantina","Presidente Prudente",196744,13.7756616720347,"Soc. de Econ. Mista com Adm. Pública",14282,19.4848446776198,2.74,109.11,7.39,152.72,71.61,2.48,100,100,52.4500907441016,61.128526645768,1.43622338468366,90.5943744431717,33.0684174153421
228,"Capão Bonito",63.7552677418714,"Itapeva","Itapeva",814415,17.1589448623138,"Soc. de Econ. Mista com Adm. Pública",47463,45.4163406772832,2.85,105.82,6.4,125.06,88.76,2.58,92.13,92.13,50.453720508167,59.5611285266458,3.34762794400894,91.8543973526791,31.8052676034708
229,"Areiópolis",63.7355227468932,"Botucatu","Sorocaba",134784,12.1350499684883,"Soc. de Econ. Mista com Adm. Pública",11107,24.1243021893864,2.67,83.97,15.02,136.41,96.19,2.38,95.6,95.6,53.7205081669691,62.6959247648903,1.77819672246956,80.8832887870689,23.416263533748
230,"Presidente Bernardes",63.7099886390723,"Presidente Prudente","Presidente Prudente",253922,18.9211624441133,"Soc. de Econ. Mista com Adm. Pública",13420,24.1365322213798,2.94,101.96,0,168.11,86.11,2.66,92.17,92.17,48.8203266787659,58.307210031348,1.77909819529293,100,30.3232742071719
231,"Piratininga",63.6657934379235,"Bauru","Bauru",217591,16.3172853393326,"Soc. de Econ. Mista com Adm. Pública",13335,39.4646752573502,2.96,107.73,2.44,163.42,88.93,2.69,90.88,90.88,48.4573502722323,57.8369905956113,2.90893206547628,96.8944889907089,32.5385855793596
232,"Gavião Peixoto",63.6648656594152,"Araraquara","Região Administrativa Central",839815,177.213547161848,"Administração pública",4739,6.37043259134817,0.64,199.89,50,241.65,100,0.62,61.86,61.86,90.562613430127,90.282131661442,0.469563109669234,36.3624793178058,67.9221377562774
233,"Itobi",63.6228835125491,"São João da Boa Vista","Campinas",123341,15.7062269196485,"Soc. de Econ. Mista com Adm. Pública",7853,127.182526181354,2.78,73.03,8.36,150.38,90.54,2.48,93.82,93.82,51.7241379310345,61.128526645768,9.37459452446175,89.3598065419371,19.2160024571911
234,"Borborema",63.5988401922784,"Araraquara","Região Administrativa Central",409114,25.9080488886074,"Administração pública",15791,7.78649293563579,1.68,116.86,33.75,210.86,90.13,1.32,87,87,71.6878402903811,79.3103448275862,0.573940589409941,57.0446735395189,36.0439222913307
235,"Altinópolis",63.5886418405459,"Ribeirão Preto","Ribeirão Preto",526939,32.4889943892965,"Administração pública",16219,24.9009997525365,0.72,62.58,31.69,216.4,87.37,0.56,82.15,82.15,89.1107078039928,91.2225705329154,1.83544691981418,59.6665393916253,15.2038700760193
236,"Icém",63.5463480965893,"São José do Rio Preto","São José do Rio Preto",179057,22.0731015779093,"Soc. de Econ. Mista com Adm. Pública",8112,13.7842207554089,2.67,74.14,2.52,156.14,91.33,2.36,91.43,91.43,53.7205081669691,63.0094043887147,1.01603171675775,96.7926689576174,19.6421715426553
237,"Taguaí",63.5311770773599,"Itapeva","Itapeva",225749,17.2182899855084,"Soc. de Econ. Mista com Adm. Pública",13111,8.48789446532537,2.78,93.55,0,127.66,87.62,2.47,89.95,89.95,51.7241379310345,61.2852664576802,0.625640733581484,100,27.094371496583
238,"Pirangi",63.4953408953024,"Barretos","Barretos",296223,26.1611763666873,"Administração pública",11323,3.16440767470516,1.75,65.57,36.66,144.43,100,1.47,95.33,95.33,70.4174228675136,76.9592476489028,0.233247756206347,53.3409698358152,16.3518390539814
239,"Jaboticabal",63.4909101438287,"Ribeirão Preto","Ribeirão Preto",2752005,35.9443203636221,"Administração pública",76563,2.00617128955037,1.84,107.07,37.85,191.36,97.63,1.76,94.04,90.8,68.7840290381125,72.4137931034483,0.14787442073083,51.826396843579,32.2851877447593
240,"Miguelópolis",63.4464859380752,"Franca","Franca",1121079,51.0207527420015,"Soc. de Econ. Mista com Adm. Pública",21973,28.5215588647988,2.49,83.09,18.16,161,83.47,2.23,100,100,56.9872958257713,65.0470219435737,2.10231749274891,76.8868524882271,23.0783997542809
241,"Luís Antônio",63.3994384664206,"Ribeirão Preto","Ribeirão Preto",1323520,94.3955495328436,"Administração pública",14021,9.06012129934211,0.14,32.84,25.41,467.24,88.4,0.14,74.62,74.62,99.6370235934664,97.8056426332288,0.667819440877123,67.6594119893089,3.78561007448361
242,"Restinga",63.3781982813223,"Franca","Franca",166543,22.5545774647887,"Soc. de Econ. Mista com Adm. Pública",7384,17.8964045842217,2.74,69.2,8.9,123.84,91.48,2.51,97.35,97.35,52.4500907441016,60.6583072100313,1.31913983359291,88.6725213185694,17.7455271442832
243,"Roseira",63.3358589487548,"Guaratinguetá","São José dos Campos",283507,26.9698439878234,"Soc. de Econ. Mista com Adm. Pública",10512,56.6145974955277,2.75,90.49,16.78,134.7,93.2,2.4,95.05,95.05,52.2686025408348,62.3824451410658,4.17304885837369,78.6432480590556,25.9195269907087
244,"Sarutaiá",63.2807682864526,"Itapeva","Itapeva",64780,17.5984786742733,"Soc. de Econ. Mista com Adm. Pública",3681,0.356374108612178,2.74,89.34,0,150.6,88.86,2.49,89.23,89.23,52.4500907441016,60.9717868338558,0.0262682529398088,100,25.4780004607233
245,"Boracéia",63.2658061676035,"Jaú","Bauru",279209,59.1920712317151,"Soc. de Econ. Mista com Adm. Pública",4717,25.6781951423786,3.14,100.33,19.43,155.96,100,2.93,100,100,45.1905626134301,54.0752351097179,1.89273381184887,75.2704594628993,29.6974583429317
246,"Ubarana",63.1428873213895,"São José do Rio Preto","São José do Rio Preto",349317,57.4534539473684,"Administração pública",6080,4.93822232947233,0.6,69.96,24.83,171.33,96.46,0.6,70,70,91.2885662431942,90.5956112852665,0.363995223246581,68.3976072292223,18.0373185901866
247,"Santos",63.1035810365577,"Santos","Santos",22532672,51.829986520741,"Soc. de Econ. Mista com Adm. Pública",434742,46.5204428153373,3.92,143.74,6.99,232.67,100,3.98,97.64,97.64,31.0344827586207,37.6175548589342,3.42901105667875,91.1034746086293,46.3641250095984
248,"Jaborandi",63.0810681172107,"Barretos","Barretos",142101,20.5437328321527,"Soc. de Econ. Mista com Adm. Pública",6917,22.3439936333382,2.64,73.88,12.62,161.27,81.62,2.32,100,100,54.2649727767695,63.6363636363636,1.64697059147116,83.9378897798142,19.5423481532673
249,"Rubinéia",63.0760420523678,"Jales","São José do Rio Preto",81574,26.2972275950999,"Soc. de Econ. Mista com Adm. Pública",3102,42.888064,2.76,101.12,0,232.77,100,2.39,78.41,78.41,52.0871143375681,62.5391849529781,3.16126925617012,100,30.0007678722261
250,"Santo Expedito",63.0487642196056,"Presidente Prudente","Presidente Prudente",38100,12.4631992149166,"Soc. de Econ. Mista com Adm. Pública",3057,94.4083830200907,2.8,85.89,3.94,161.84,92.48,2.55,87.21,87.21,51.3611615245009,60.0313479623824,6.95882002895132,94.9853633702431,24.1534208707671
251,"Piraju",63.0181636847502,"Itapeva","Itapeva",700235,23.5057066129574,"Soc. de Econ. Mista com Adm. Pública",29790,76.6716092263206,2.91,99.5,20.4,166.14,96.5,2.59,96.84,92.97,49.3647912885662,59.4043887147335,5.65144654392086,74.0358915616648,29.3787913691162
252,"Sandovalina",62.9825639442573,"Presidente Prudente","Presidente Prudente",396791,95.0625299472928,"Soc. de Econ. Mista com Adm. Pública",4174,23.509274952919,2.76,87.79,6.04,148.42,72.03,2.5,100,100,52.0871143375681,60.8150470219436,1.73286320743023,92.3125875015909,24.8828994855256
253,"Mira Estrela",62.9610769311116,"Fernandópolis","São José do Rio Preto",66657,21.8906403940887,"Soc. de Econ. Mista com Adm. Pública",3045,9.11272341813438,2.81,100.04,0,216.85,62.69,2.58,100,100,51.1796733212341,59.5611285266458,0.671696730860355,100,29.5861168701528
254,"Mococa",62.9473460123856,"São João da Boa Vista","Campinas",2228392,32.2983447836044,"Soc. de Econ. Mista com Adm. Pública",68994,39.8271543001686,2.87,96.54,17.53,153.79,98.23,2.55,93.18,93.18,50.0907441016334,60.0313479623824,2.93565031170133,77.6886852488227,28.242340474545
255,"Ocauçu",62.9195271226713,"Marília","Marília",124606,28.9243268337976,"Administração pública",4308,29.0598040587824,0.71,79.98,39.68,367.53,79.85,0.4,83.48,83.48,89.2921960072595,93.730407523511,2.1419914212345,49.4972635866107,21.8843584427551
256,"Valinhos",62.8915500523947,"Campinas","Campinas",5734500,46.2370186415532,"Administração pública",124024,42.2344148580509,2.83,104.23,23.04,178.3,93.1,2.92,100,100,50.8166969147005,54.2319749216301,3.11308892943012,70.6758304696449,31.1948091837518
257,"Jaguariúna",62.8007300054653,"Campinas","Campinas",11346028,209.320861929009,"Administração pública",54204,10.1756285018054,1.78,99.5,26.95,179.02,97.11,1.64,88.95,76.35,69.8729582577133,74.294670846395,0.75004321820089,65.6993763522973,29.3787913691162
258,"Santa Rita d'Oeste",62.7953322443808,"Jales","São José do Rio Preto",56605,22.250393081761,"Administração pública",2544,1.64621513944223,0.7,70.28,50.44,247.25,72.55,0.23,94.93,94.93,89.4736842105263,96.3949843260188,0.121342136342655,35.8024691358025,18.1601781463564
259,"Votuporanga",62.7699073235911,"Votuporanga","São José do Rio Preto",2808057,30.2696727319765,"Administração pública",92768,33.7498396560553,2.68,152.51,11.51,187.75,100,3.1,79.82,79.82,53.5390199637024,51.41065830721,2.48769285797929,85.3506427389589,49.7312447208785
260,"Taubaté",62.7614498042489,"Taubaté","São José dos Campos",16799723,54.5528798225703,"Soc. de Econ. Mista com Adm. Pública",307953,31.753603801779,3.21,130.86,26.01,157.18,100,2.81,95.78,95.78,43.9201451905626,55.9561128526646,2.34055077587952,66.8957617411226,41.4190278737618
261,"Nhandeara",62.7386109199698,"Votuporanga","São José do Rio Preto",318012,27.9006843305843,"Soc. de Econ. Mista com Adm. Pública",11398,35.9683661503457,2.93,70.11,3.93,163.78,86.03,2.8,97.51,97.51,49.0018148820327,56.1128526645768,2.65121993162848,94.9980908743795,18.0949090071412
262,"Bernardino de Campos",62.7114714177792,"Ourinhos","Marília",236668,21.1688729874776,"Soc. de Econ. Mista com Adm. Pública",11180,5.12891802101104,3.1,91.95,11.55,152.9,92.05,3.09,100,100,45.9165154264973,51.5673981191223,0.378051358467454,85.2997327224131,26.4800737157337
263,"Fernão",62.6986153893401,"Marília","Marília",46064,27.2406859846245,"Soc. de Econ. Mista com Adm. Pública",1691,113.489295774648,2.91,89.14,0,154.56,59.21,2.6,100,100,49.3647912885662,59.2476489028213,8.36526968521572,100,25.4012132381172
264,"Pindamonhangaba",62.6755999645778,"Taubaté","São José dos Campos",7003490,42.7042073170732,"Soc. de Econ. Mista com Adm. Pública",164000,53.5382575161436,3,104.99,21.35,143.11,100,2.68,93.71,93.71,47.7313974591652,57.9937304075235,3.94629255157574,72.8267786687031,31.4866006296552
265,"Terra Roxa",62.6026599941382,"Barretos","Barretos",147580,15.9943643654492,"Soc. de Econ. Mista com Adm. Pública",9227,24.172370457966,2.78,87.27,16.84,167.18,82.78,2.47,100,100,51.7241379310345,61.2852664576802,1.78173982340455,78.566883034237,24.6832527067496
266,"Pedranópolis",62.5815538547755,"Fernandópolis","São José do Rio Preto",63904,25.0899096976835,"Soc. de Econ. Mista com Adm. Pública",2547,7.39442185007974,2.72,69.99,0,173.35,77.27,2.44,95.11,95.11,52.8130671506352,61.7554858934169,0.545041120574006,100,18.0488366735775
267,"Pratânia",62.5728898978354,"Botucatu","Sorocaba",112344,21.9165040967616,"Soc. de Econ. Mista com Adm. Pública",5126,20.2088470407379,2.76,101.63,21.81,142.35,91.54,2.48,95.95,95.95,52.0871143375681,61.128526645768,1.48958943104844,72.2413134784269,30.1965752898718
268,"Silveiras",62.5574107876202,"Cruzeiro","São José dos Campos",67360,10.815671162492,"Soc. de Econ. Mista com Adm. Pública",6228,354.459454022988,2.74,61.71,0,132.66,63.94,2.43,90.58,90.58,52.4500907441016,61.9122257053291,26.1271241938484,100,14.8698456576826
269,"Álvaro de Carvalho",62.4740088564342,"Marília","Marília",49483,9.66653643289705,"Soc. de Econ. Mista com Adm. Pública",5119,18.0657694535625,2.7,86.18,3.31,132.27,62.85,2.4,100,100,53.1760435571688,62.3824451410658,1.33162367885396,95.7871961308387,24.264762343546
270,"Santa Cruz da Esperança",62.4371464916158,"Ribeirão Preto","Ribeirão Preto",55604,26.3526066350711,"Soc. de Econ. Mista com Adm. Pública",2110,21.8062193973635,2.76,63.63,6,162.7,83,2.43,96.46,96.46,52.0871143375681,61.9122257053291,1.60733137719123,92.3634975181367,15.6070029947017
271,"Aparecida d'Oeste",62.4096649280895,"Jales","São José do Rio Preto",125464,28.982212982213,"Soc. de Econ. Mista com Adm. Pública",4329,37.8280207841285,3.4,126.06,4.65,178.05,89.16,3.74,95.91,95.91,40.4718693284936,41.3793103448276,2.78829464362461,94.0817105765559,39.576134531214
272,"São Manuel",62.3796661377097,"Botucatu","Sorocaba",1104715,27.1482109505554,"Soc. de Econ. Mista com Adm. Pública",40692,39.1027353424389,2.88,105.3,23.92,154.8,99.9,2.59,92.89,92.89,49.9092558983666,59.4043887147335,2.88225355824429,69.5558101056383,31.6056208246948
273,"Chavantes",62.3528571256183,"Ourinhos","Marília",211527,16.9397773684632,"Administração pública",12487,0,1.18,75.98,49.36,158.46,92.15,0.69,89.6,89.6,80.7622504537205,89.1849529780564,0,37.1770395825379,20.348613990632
274,"Peruíbe",62.3096650649325,"Santos","Santos",1346872,20.23180916902,"Soc. de Econ. Mista com Adm. Pública",66572,358.833005122283,3.29,67.35,10.32,218.9,96.66,3.31,90.44,90.44,42.4682395644283,48.1191222570533,26.449497631607,86.8652157311951,17.0352453351762
275,"Lagoinha",62.2987083613288,"Taubaté","São José dos Campos",54614,11.0487558163059,"Soc. de Econ. Mista com Adm. Pública",4943,20.8017397511728,2.57,59.47,1.5,142.64,64.33,2.24,100,100,55.535390199637,64.8902821316614,1.5332914153046,98.0908743795342,14.0098287644936
276,"Igarapava",62.2332286452149,"Franca","Franca",1076232,35.7873175273501,"Soc. de Econ. Mista com Adm. Pública",30073,21.141286451101,2.92,93.58,17.18,162.3,94.17,2.62,94.39,94.39,49.1833030852995,58.9341692789969,1.55831932385084,78.1341478935981,27.1058895799739
277,"Óleo",62.2010241441649,"Ourinhos","Marília",88221,34.1544715447154,"Soc. de Econ. Mista com Adm. Pública",2583,258.086808088818,2.84,77.63,18.03,171.77,88.38,2.5,90.36,90.36,50.6352087114338,60.8150470219436,19.0235188008081,77.0523100420008,20.9821085771328
278,"Timburi",62.1975565643748,"Ourinhos","Marília",47738,17.746468401487,"Soc. de Econ. Mista com Adm. Pública",2690,63.387927149831,2.84,55.75,0,150.18,69.66,2.55,100,100,50.6352087114338,60.0313479623824,4.67230941716353,100,12.581586424019
279,"Rifaina",62.1342468909141,"Franca","Franca",111766,30.8916528468767,"Soc. de Econ. Mista com Adm. Pública",3618,85.6249226091763,2.96,61.01,1.21,245.48,85.93,2.62,92.19,92.19,48.4573502722323,58.9341692789969,6.31139319803139,98.4599719994909,14.601090378561
280,"Torrinha",62.1091428446464,"Rio Claro","Campinas",213334,21.4751358969197,"Soc. de Econ. Mista com Adm. Pública",9934,43.3811131185386,2.91,93.98,22.09,156.9,91.98,2.78,98.38,98.38,49.3647912885662,56.4263322884013,3.19761179241092,71.8849433626066,27.2594640251862
281,"Botucatu",62.1069392059336,"Botucatu","Sorocaba",4290669,30.1002413256072,"Soc. de Econ. Mista com Adm. Pública",142546,99.2880602126778,3.08,105.87,23.66,167.16,100,2.78,92.56,92.56,46.2794918330309,56.4263322884013,7.3184999037286,69.8867252131857,31.8244644091223
282,"Taquaritinga",62.0901968068551,"Araraquara","Região Administrativa Central",1469101,25.7958771575565,"Administração pública",56951,6.49712199915766,1.5,83.21,24.41,176.25,94.78,1.63,80,80,74.9546279491833,74.4514106583072,0.478901356552808,68.9321624029528,23.1244720878446
283,"Espírito Santo do Turvo",62.0538599581334,"Ourinhos","Marília",71536,15.1784426055591,"Soc. de Econ. Mista com Adm. Pública",4713,10.5875204017577,2.88,98,19.21,152.86,83.05,2.57,99.31,99.31,49.9092558983666,59.717868338558,0.780403674671594,75.550464553901,28.80288719957
284,"Euclides da Cunha Paulista",62.053159275901,"Presidente Prudente","Presidente Prudente",109935,11.5006799874464,"Soc. de Econ. Mista com Adm. Pública",9559,9.56785009024312,2.83,101.03,5.26,142.07,67.94,2.49,96.36,96.36,50.8166969147005,60.9717868338558,0.705244012365074,93.3053328242332,29.9662136220533
285,"Guaraçaí",62.0124321109173,"Andradina","Araçatuba",228993,27.0485471296953,"Administração pública",8466,4.19872801244466,1.78,93.71,18.15,206.53,78.88,1.6,84.03,84.03,69.8729582577133,74.9216300940439,0.309487268550093,76.8995799923635,27.1558012746679
286,"Onda Verde",61.9891023000767,"São José do Rio Preto","São José do Rio Preto",122671,28.6213252449837,"Soc. de Econ. Mista com Adm. Pública",4286,15.667854344319,3.05,85.93,7.87,146.36,98.04,2.95,90.99,90.99,46.8239564428312,53.7617554858934,1.1548739119781,89.9834542446226,24.1687783152883
287,"Pederneiras",61.9723862475514,"Bauru","Bauru",1723581,37.7085192964033,"Soc. de Econ. Mista com Adm. Pública",45708,33.2494058506843,3.01,105.07,24.67,158.65,98.94,2.76,94.99,94.99,47.5499092558984,56.7398119122257,2.45080599818381,68.6012472954054,31.5173155186977
288,"Dourado",61.9434901233056,"São Carlos","Região Administrativa Central",595049,66.7918958356718,"Soc. de Econ. Mista com Adm. Pública",8909,16.8769226432115,2.85,75.35,26.06,162.88,97.88,2.55,99.5,99.5,50.453720508167,60.0313479623824,1.24399405603261,66.8321242204404,20.1067342394226
289,"Avaí",61.9356059975785,"Bauru","Bauru",263902,49.4476297545438,"Soc. de Econ. Mista com Adm. Pública",5337,11.5478543490408,3,105.17,0,162,62.47,2.75,97.99,97.99,47.7313974591652,56.8965517241379,0.851189667324528,100,31.5557091300008
290,"Buritizal",61.9240410209765,"Franca","Franca",178048,40.3920145190563,"Soc. de Econ. Mista com Adm. Pública",4408,15.3490083202159,2.81,67.1,12.88,172.49,81.72,2.5,100,100,51.1796733212341,60.8150470219436,1.1313718454486,83.6069746722668,16.9392613069185
291,"Castilho",61.8793174809174,"Andradina","Araçatuba",1001129,49.1665357037619,"Empresa privada",20362,128.072246600444,3.3,135.12,18.63,157.47,74.71,3.05,98.53,98.53,42.2867513611615,52.1943573667712,9.44017561031947,76.2886597938144,43.054595715273
292,"Cesário Lange",61.8658799226944,"Itapetininga","Sorocaba",419188,23.8351054756354,"Soc. de Econ. Mista com Adm. Pública",17587,446.177727602568,2.94,68.24,3.76,149.22,84.48,2.6,78.45,78.45,48.8203266787659,59.2476489028213,32.8876568794955,95.214458444699,17.3769484757736
293,"Itaí",61.8650337737502,"Itapeva","Itapeva",587796,22.1592399909523,"Soc. de Econ. Mista com Adm. Pública",26526,30.7959189903578,2.79,86.01,6.05,153.43,67.65,2.51,98.15,98.15,51.5426497277677,60.6583072100313,2.26996005041691,92.2998599974545,24.1994932043308
294,"Agudos",61.7665902200552,"Bauru","Bauru",2063022,55.9387744034707,"Soc. de Econ. Mista com Adm. Pública",36880,100.993938092537,3.36,60.34,20.14,173.44,100,0,91.11,65.67,41.1978221415608,100,7.44423976683782,74.3668066692122,14.3438531828304
